index,cafe_nm,Latitude,Longitude,scores,geometry,coverage_count
13105,바른플레이스,37.5074399,127.0612413,0.480895572426703,POINT (37.5074399 127.0612413),36
10811,삼정카페,37.5433767,126.9625105,0.4790974713133159,POINT (37.5433767 126.9625105),6
12900,커피볶음,37.4954599,127.1263725,0.473067674236213,POINT (37.4954599 127.1263725),12
18022,카페일마지오숙명여대점,37.5454625,126.9650617,0.4725292947798876,POINT (37.5454625 126.9650617),27
8217,피렌체,37.5071469,127.0404786,0.4723279975460427,POINT (37.5071469 127.0404786),21
20838,새벽카페인,37.5010347,126.8889959,0.4693751272586659,POINT (37.5010347 126.8889959),18
19913,깅꼬커피,37.5871088,126.8030815,0.4693456314000196,POINT (37.5871088 126.8030815),1
8503,카페밤비,37.627590000000005,126.9364629,0.4674495581908348,POINT (37.627590000000005 126.9364629),2
17770,시니어클럽카페나누다동대문,37.5862009,127.0635367,0.4665663681643621,POINT (37.5862009 127.0635367),5
19971,책씨시,37.585210100000005,126.9191202,0.4649538862297778,POINT (37.585210100000005 126.9191202),11
7565,밀로,37.5559958,126.8182246,0.4633362449093454,POINT (37.5559958 126.8182246),6
20089,브린드,37.640904600000006,127.0193623,0.4612718992518562,POINT (37.640904600000006 127.0193623),7
9294,카페이삼이,37.6330692,127.0767711,0.4606392219493728,POINT (37.6330692 127.0767711),3
19801,학산테라로사커피노을공원지점,37.5693649,126.8799219,0.4595849874873817,POINT (37.5693649 126.8799219),1
15827,토프레소,37.5000003,126.8413533,0.4593072131704457,POINT (37.5000003 126.8413533),4
19992,비에프에프COFFEE,37.4779118,126.9042172,0.4586641824145204,POINT (37.4779118 126.9042172),14
12305,예,37.5729515,126.9929941,0.4584312662426993,POINT (37.5729515 126.9929941),33
594,고품격커피공장뱅뱅,37.4889004,127.0338255,0.4574282149299929,POINT (37.4889004 127.0338255),34
20581,캄웨이브,37.5952294,127.0635368,0.4563011265341994,POINT (37.5952294 127.0635368),12
3978,마랑카페,37.554663,127.0945576,0.4555108154978017,POINT (37.554663 127.0945576),7
457,그레잇이삼칠,37.5138247,127.0230071,0.4550280320453624,POINT (37.5138247 127.0230071),15
344,수화커피숍,37.5321388,127.1320547,0.4478243093482411,POINT (37.5321388 127.1320547),14
11704,행복한이야기서울노원지역자활센터,37.62296920000001,127.0803172,0.4474324359799627,POINT (37.62296920000001 127.0803172),18
18680,컴포즈커피송파헬리오시티점,37.4994623,127.1025645,0.4466564276145103,POINT (37.4994623 127.1025645),30
1722,마을찻집마주이야기,37.636872,127.0122886,0.4463405477095349,POINT (37.636872 127.0122886),8
6489,만랩커피역삼래미안점,37.4981196,127.0506707,0.4456634587978826,POINT (37.4981196 127.0506707),15
7747,이디야커피장위뉴타운점,37.6177005,127.0510214,0.4447681939735252,POINT (37.6177005 127.0510214),8
4419,유캔두잇,37.4658431,126.8980064,0.4434634002177565,POINT (37.4658431 126.8980064),13
11512,국대귀욤,37.604789,126.9053825,0.4375478411059912,POINT (37.604789 126.9053825),4
18948,초로기까페,37.5448675,126.8335753,0.4370792976879851,POINT (37.5448675 126.8335753),3
19599,파이브스타,37.5475153,127.03952,0.4367665529461983,POINT (37.5475153 127.03952),18
16249,가산로3,37.4723545,126.8928461,0.4350123479406702,POINT (37.4723545 126.8928461),4
4523,매머드익스프레스,37.5445414,127.0573588,0.4349017547454055,POINT (37.5445414 127.0573588),32
7812,델리뉴스구로에이스,37.4811175,126.8952834,0.4343127480293171,POINT (37.4811175 126.8952834),39
9010,도노커피배봉산숲속도서관,37.5784364,127.0627169,0.4343106064483296,POINT (37.5784364 127.0627169),4
20509,요거프레소광산사거리점,37.642124,127.02189579999998,0.432885159384677,POINT (37.642124 127.02189579999998),14
6132,티랩제이,37.5813501,127.0005119,0.4327840065616871,POINT (37.5813501 127.0005119),55
12507,지니커피,37.561175,127.0197745,0.4317758431115283,POINT (37.561175 127.0197745),4
11543,플레인하우스,37.5931295,126.9479601,0.4309979267882531,POINT (37.5931295 126.9479601),15
1420,카페네,37.4621635,126.8986143,0.4308666484619777,POINT (37.4621635 126.8986143),28
12404,카페그라치아,37.4966855,127.1523693,0.4307173092833202,POINT (37.4966855 127.1523693),12
903,참좋다,37.5922217,127.00324270000002,0.4283683845391813,POINT (37.5922217 127.00324270000002),15
12873,액션플랜,37.6054049,126.9980496,0.4270818591282759,POINT (37.6054049 126.9980496),2
19597,카페블리스,37.513748,126.8832196,0.4253967996137724,POINT (37.513748 126.8832196),1
6099,적정고요,37.5781704,127.0508554,0.4249455469011985,POINT (37.5781704 127.0508554),9
3509,빈트리,37.5931281,126.9228331,0.4246022223930126,POINT (37.5931281 126.9228331),5
13317,꽁드,37.6349172,127.031904,0.4236500115653719,POINT (37.6349172 127.031904),8
7547,커피호,37.5824273,126.9192737,0.4233669748295534,POINT (37.5824273 126.9192737),4
20891,커피를달라,37.6438995,127.0241275,0.4218586572169675,POINT (37.6438995 127.0241275),13
12991,이디야커피,37.5794868,126.8898124,0.4203981607965765,POINT (37.5794868 126.8898124),59
7220,투샷,37.4909715,127.03146940000002,0.4190262233226373,POINT (37.4909715 127.03146940000002),41
13854,마주보고까페,37.5663137,127.0453913,0.4190138356738468,POINT (37.5663137 127.0453913),4
9625,요거프레소,37.6071744,127.0363297,0.4169190616846848,POINT (37.6071744 127.0363297),14
12296,성공커피숍,37.5106586,126.8804831,0.4166114650913763,POINT (37.5106586 126.8804831),7
15335,카페하와유,37.50711870000001,127.1117589,0.4148708072786418,POINT (37.50711870000001 127.1117589),24
8304,사계,37.6747458,127.06125729999998,0.4147216075936468,POINT (37.6747458 127.06125729999998),6
2220,킹프레소,37.5855108,127.08817179999998,0.4136021962545791,POINT (37.5855108 127.08817179999998),11
9157,블루포트KC대학교점,37.5486729,126.8541351,0.412663535899797,POINT (37.5486729 126.8541351),5
14038,에쓰포인카프,37.5031964,127.0235075,0.4118526095165837,POINT (37.5031964 127.0235075),44
18537,카페노웨어,37.500378000000005,127.105675,0.4107121735378261,POINT (37.500378000000005 127.105675),18
15029,스몰,37.4974205,127.0191382,0.4103105264303351,POINT (37.4974205 127.0191382),7
15808,블루마운틴,37.4919312,127.0342275,0.4100298253000127,POINT (37.4919312 127.0342275),35
10753,수,37.5734219,126.8110665,0.4073336087136838,POINT (37.5734219 126.8110665),16
3297,미자네,37.5481376,126.8715258,0.4050731866248275,POINT (37.5481376 126.8715258),17
19248,아사리판,37.5700208,127.0065385,0.4038606193037267,POINT (37.5700208 127.0065385),50
19017,디저트가주는여유,37.616356,127.0319295,0.4037663488574976,POINT (37.616356 127.0319295),20
20849,만능커피,37.5273584,126.8397763,0.4030485036073022,POINT (37.5273584 126.8397763),8
9075,메가커피,37.5411588,126.8394267,0.3997055564699777,POINT (37.5411588 126.8394267),25
20669,메가엠지씨커피문정중앙점,37.4829711,127.1288133,0.3982714861940601,POINT (37.4829711 127.1288133),15
2483,퍼스트,37.5068659,127.1009715,0.397000846358597,POINT (37.5068659 127.1009715),22
12071,커피더주다,37.4779311,127.05007820000002,0.3969917166540269,POINT (37.4779311 127.05007820000002),13
17677,파란만잔시청점,37.563009,126.9726518,0.3961097044360774,POINT (37.563009 126.9726518),38
7549,바닐라킹덤,37.50514520000001,126.8968748,0.3951605303177309,POINT (37.50514520000001 126.8968748),5
17661,이앤강파트너스,37.6397411,127.0279323,0.3935355635112385,POINT (37.6397411 127.0279323),36
2029,송파글마루도서관점,37.4808298,127.1304663,0.392376402335588,POINT (37.4808298 127.1304663),5
11960,올리버스윗,37.4930497,126.9965331,0.3913322369992418,POINT (37.4930497 126.9965331),1
7764,가람커피로스터스,37.454324,127.0535303,0.3901020827032266,POINT (37.454324 127.0535303),1
545,12번가익스프레스,37.5457278,126.850559,0.3874207797749874,POINT (37.5457278 126.850559),3
16604,크로플스루,37.4802899,126.9754361,0.3870678017994143,POINT (37.4802899 126.9754361),9
1881,헤븐몰,37.5237801,127.03822920000002,0.3865952499161059,POINT (37.5237801 127.03822920000002),34
20662,아마스빈DMC수색점,37.5870856,126.8920547,0.3857675314883274,POINT (37.5870856 126.8920547),1
9465,순수박물관,37.5422483,126.9840376,0.3833042691862053,POINT (37.5422483 126.9840376),9
5466,커피나무꽃향기,37.6379225,127.0303014,0.383153345186193,POINT (37.6379225 127.0303014),13
13492,카페57,37.4732952,127.0230035,0.3826151784544748,POINT (37.4732952 127.0230035),2
20199,치키차카초코강남논현점,37.5060317,127.0253255,0.3822879485295029,POINT (37.5060317 127.0253255),45
6759,2층집,37.5693661,126.8226432,0.3811869508844155,POINT (37.5693661 126.8226432),9
20353,러드디,37.4711389,126.96757959999998,0.3809889066582663,POINT (37.4711389 126.96757959999998),5
233,딩동,37.554719,126.9695061,0.3804132982234758,POINT (37.554719 126.9695061),16
4939,더하나누,37.5384654,127.0569939,0.3803273145264651,POINT (37.5384654 127.0569939),25
9740,커피랩스로스터리,37.51775,126.887187,0.3800054324493073,POINT (37.51775 126.887187),21
14113,카페어나더,37.6161118,127.0484363,0.3797480532664615,POINT (37.6161118 127.0484363),10
15920,커피쿡,37.5611217,126.839932,0.3794184432198146,POINT (37.5611217 126.839932),34
585,기웃기웃협동조합,37.55456229999999,126.933597,0.3792771842259914,POINT (37.55456229999999 126.933597),52
10078,더리터신림,37.4683733,126.9361566,0.3789696679353487,POINT (37.4683733 126.9361566),36
254,식껍도봉점,37.6701947,127.0421012,0.3785999070331617,POINT (37.6701947 127.0421012),13
2894,형님커피,37.5291838,126.86442350000002,0.378086520539666,POINT (37.5291838 126.86442350000002),11
10126,컴포즈커피노원역점,37.6559445,127.0605308,0.3779422331647323,POINT (37.6559445 127.0605308),42
14517,카페멜로우,37.5242605,127.0232104,0.3762478121254081,POINT (37.5242605 127.0232104),31
12753,카페옆에,37.5948774,127.01584479999998,0.3757123629934281,POINT (37.5948774 127.01584479999998),34
4158,카페게이트북한,37.6566338,126.947926,0.3753515748806197,POINT (37.6566338 126.947926),7
671,프루코&드루와,37.4779612,126.9791312,0.3745271048516118,POINT (37.4779612 126.9791312),30
13150,팰리스커피,37.5167286,127.0898691,0.3738108291835602,POINT (37.5167286 127.0898691),4
10600,우이천커피,37.639117,127.0331299,0.3734132974518278,POINT (37.639117 127.0331299),7
12823,오롯이,37.5427821,126.8469266,0.3718599700912561,POINT (37.5427821 126.8469266),8
5839,라운지93,37.5647083,126.9527518,0.3697545478194512,POINT (37.5647083 126.9527518),12
4015,빛카페,37.5485285,126.9632878,0.3690276853305499,POINT (37.5485285 126.9632878),7
19653,또리커피수유점,37.6345143,127.0191291,0.3688467390685432,POINT (37.6345143 127.0191291),8
13256,매머드익스프레스매헌역점,37.4693109,127.0415164,0.3687413213204605,POINT (37.4693109 127.0415164),23
14950,"카페,사근",37.5606921,127.04662890000002,0.3681727758610386,POINT (37.5606921 127.04662890000002),11
5282,스템상암JTBC점,37.5766022,126.8896741,0.3681022200248835,POINT (37.5766022 126.8896741),18
6336,타임,37.456682,127.05995459999998,0.3673247208600841,POINT (37.456682 127.05995459999998),3
4084,커피베이서초래미안리더스원,37.491846200000005,127.0271609,0.3648847639693442,POINT (37.491846200000005 127.0271609),22
4336,집,37.4954941,127.0357875,0.3647953138435933,POINT (37.4954941 127.0357875),27
14399,커피온리,37.5156383,127.1111715,0.3639184819507756,POINT (37.5156383 127.1111715),25
5159,노란코끼리,37.6338805,127.0231029,0.3629701690836763,POINT (37.6338805 127.0231029),27
12256,CAFE라임,37.5310567,126.8521758,0.3629412950131608,POINT (37.5310567 126.8521758),11
6411,타셴,37.5829616,127.0035587,0.3609775441447568,POINT (37.5829616 127.0035587),54
2772,부바르디아,37.5052763,126.9890517,0.3602504657142121,POINT (37.5052763 126.9890517),1
6597,원두볶는사람들,37.5322122,127.07986,0.3590919249529496,POINT (37.5322122 127.07986),14
8514,까치다방,37.4855993,127.12964209999998,0.3586256336755299,POINT (37.4855993 127.12964209999998),15
11600,해피니스디저트,37.539395,127.06740390000002,0.3586013757628568,POINT (37.539395 127.06740390000002),45
19078,"카페,록",37.4901875,126.9645244,0.3583721839541524,POINT (37.4901875 126.9645244),3
17340,커피빈압구정역점코리아,37.5240266,127.0287117,0.3574531004063847,POINT (37.5240266 127.0287117),38
4555,와하하,37.5547964,126.9040543,0.3568334863445594,POINT (37.5547964 126.9040543),67
21162,달리는커피,37.578221,126.9184627,0.3553014747620633,POINT (37.578221 126.9184627),10
4202,히브루스,37.5544723,126.9366088,0.3551909885208206,POINT (37.5544723 126.9366088),43
13152,이엠298,37.4941386,127.1553158,0.3547230339801588,POINT (37.4941386 127.1553158),6
6515,커피인류서초우면점,37.4653972,127.0213541,0.3546447365631792,POINT (37.4653972 127.0213541),14
8628,공차방이역점,37.50888,127.1268269,0.3537438871884678,POINT (37.50888 127.1268269),24
6791,먼셀,37.4836031,126.9761598,0.3519871531461792,POINT (37.4836031 126.9761598),17
9097,핸디스,37.600077500000005,127.0400451,0.3501279605595094,POINT (37.600077500000005 127.0400451),8
4543,디엔에이벤처스제사호,37.4868679,127.0039205,0.3490895421030692,POINT (37.4868679 127.0039205),3
18811,리틀초코,37.6163419,127.0291092,0.3486922493198207,POINT (37.6163419 127.0291092),20
13240,메가엠지씨커피올림픽공원북문점,37.5248356,127.1289716,0.3479254836825473,POINT (37.5248356 127.1289716),21
10389,카페올웨이즈,37.5701808,126.9924654,0.3479071467339382,POINT (37.5701808 126.9924654),36
10438,쥬씨신반포반원,37.5087782,127.00352759999998,0.3461465172956355,POINT (37.5087782 127.00352759999998),3
19625,백억커피만리점,37.5518255,126.9631969,0.3460552265962853,POINT (37.5518255 126.9631969),7
20389,오로밋,37.468546200000006,126.8922239,0.3445668777090754,POINT (37.468546200000006 126.8922239),6
20649,뱀부그로브커피,37.5224671,126.9021178,0.344234288330705,POINT (37.5224671 126.9021178),17
10495,카페코나퀸즈,37.574562,126.9843007,0.3439154438993136,POINT (37.574562 126.9843007),67
15761,등선재,37.571980100000005,126.9900299,0.3438233592230875,POINT (37.571980100000005 126.9900299),88
12755,굿모닝푸드,37.4993413,126.895784,0.3401463001430498,POINT (37.4993413 126.895784),7
2609,앤아더,37.5515199,126.8652956,0.3396006242742299,POINT (37.5515199 126.8652956),20
3471,커피볶는집낙타,37.4752822,127.043396,0.3382458676607436,POINT (37.4752822 127.043396),29
7180,공차수유역점,37.6381764,127.0250294,0.3379268213685089,POINT (37.6381764 127.0250294),54
10726,가케하시,37.5580244,126.93482659999998,0.3373046517132858,POINT (37.5580244 126.93482659999998),51
13762,가비커피로스터스,37.4873093,127.1269197,0.3369612665016375,POINT (37.4873093 127.1269197),12
16250,카페둔둔,37.500429,126.8916626,0.3363793556972523,POINT (37.500429 126.8916626),13
7373,공간,37.5046342,126.9444868,0.3361831670435486,POINT (37.5046342 126.9444868),11
16035,뽀르누서울,37.5235618,126.9978894,0.3355208407730848,POINT (37.5235618 126.9978894),7
6106,더벤티종로학원가점,37.5695629,126.9886928,0.3348370238385819,POINT (37.5695629 126.9886928),54
5599,프롬비엣,37.54788679999999,126.8745058,0.33473132641011,POINT (37.54788679999999 126.8745058),20
18073,카페하트,37.4557074,127.0688735,0.3333581428007242,POINT (37.4557074 127.0688735),2
8779,공존다방,37.4668717,127.0429606,0.3329475952681057,POINT (37.4668717 127.0429606),13
13259,오늘의기쁨,37.4821717,126.9496196,0.332147856594727,POINT (37.4821717 126.9496196),20
4678,카페봄안에,37.4866273,126.98833059999998,0.3302626174191397,POINT (37.4866273 126.98833059999998),10
7090,라바쉬카페,37.6433534,127.1088362,0.3294110228240473,POINT (37.6433534 127.1088362),2
6460,수다커피,37.5362088,127.0712794,0.3292046024884745,POINT (37.5362088 127.0712794),10
12398,뉴질랜드스토리,37.509704,127.1056882,0.3286839912609773,POINT (37.509704 127.1056882),30
12186,커피브레이크공간,37.4754749,126.96162959999998,0.3278463146844919,POINT (37.4754749 126.96162959999998),18
9377,크로플덕오리아가씨,37.5025456,126.8436325,0.327552159761233,POINT (37.5025456 126.8436325),8
15215,아마스빈,37.5198103,127.09928899999998,0.3271812635538197,POINT (37.5198103 127.09928899999998),9
2235,헬로로아,37.5434018,126.8737925,0.3271394393581607,POINT (37.5434018 126.8737925),9
12500,카페프로젝트이응,37.5860148,127.0605272,0.3232630843215147,POINT (37.5860148 127.0605272),12
1952,똥강아지,37.5751961,127.0884674,0.3228293942835408,POINT (37.5751961 127.0884674),3
9073,달보드레구쁘레,37.551398,126.9813671,0.3219287944098476,POINT (37.551398 126.9813671),8
8069,감성커피서,37.5305099,126.9212904,0.3217717690957954,POINT (37.5305099 126.9212904),57
8917,필립앤노아,37.5725642,126.8225816,0.3213320609157791,POINT (37.5725642 126.8225816),5
16313,매머드커피고덕래미안점,37.5576779,127.1485777,0.3207776034260599,POINT (37.5576779 127.1485777),5
10508,더벤티개화산역점,37.5709915,126.808626,0.3204502230122705,POINT (37.5709915 126.808626),12
17008,탐앤탐스영등포시장,37.5212891,126.9052913,0.3187874943669684,POINT (37.5212891 126.9052913),33
19344,커피나인언주역,37.5066686,127.0326465,0.3170758400029809,POINT (37.5066686 127.0326465),32
20913,지니카페상계다락방점,37.64777670000001,127.0577213,0.3169936039986503,POINT (37.64777670000001 127.0577213),2
9413,베러고,37.5535142,126.8305206,0.3167008104239063,POINT (37.5535142 126.8305206),5
65,디어마이커피,37.531419,126.8919962,0.3147888651600859,POINT (37.531419 126.8919962),2
7154,제이와이이앤에프,37.6154019,127.0135468,0.3147027682925888,POINT (37.6154019 127.0135468),2
6521,카페오르,37.5266194,126.8573236,0.3139417746003977,POINT (37.5266194 126.8573236),9
18223,샘터카페,37.646671600000005,127.03911709999998,0.313356467800023,POINT (37.646671600000005 127.03911709999998),11
11792,펠어커피송파,37.5005419,127.1436059,0.3126987223569016,POINT (37.5005419 127.1436059),10
14656,플래이스308,37.567029600000005,127.0370169,0.3111108341784708,POINT (37.567029600000005 127.0370169),3
6814,일커피,37.4904843,127.0053652,0.3102646316355787,POINT (37.4904843 127.0053652),12
484,청맥,37.6303869,127.01797109999998,0.3089994322995239,POINT (37.6303869 127.01797109999998),7
16592,아이빅쓰리커피,37.472258700000005,127.0506022,0.3063403198725991,POINT (37.472258700000005 127.0506022),6
5574,파이브씨커피웍스,37.5483506,127.0469785,0.3054201978085736,POINT (37.5483506 127.0469785),57
5053,카페소품이야기,37.5954638,126.93297959999998,0.3040317726694088,POINT (37.5954638 126.93297959999998),1
6695,카페몰리이마트월계,37.626501,127.06196640000002,0.3032547211859278,POINT (37.626501 127.06196640000002),7
2724,카페오소,37.5305415,126.83818829999998,0.3024252930767134,POINT (37.5305415 126.83818829999998),13
18384,고망고공릉점,37.6208451,127.0748493,0.3017784649585144,POINT (37.6208451 127.0748493),28
4839,카페엠제이194,37.4834143,127.04618700000002,0.3014757738894598,POINT (37.4834143 127.04618700000002),21
5254,들다방,37.5798891,127.0035543,0.3014135831108337,POINT (37.5798891 127.0035543),43
2355,"WETCO.,LTD.",37.5399329,126.9914242,0.301054839905172,POINT (37.5399329 126.9914242),16
14954,아마폴라,37.5080958,127.037503,0.3007584998031344,POINT (37.5080958 127.037503),25
3218,커피에반하다,37.5701492,127.0494969,0.3000199375840342,POINT (37.5701492 127.0494969),2
13402,우리동네서재,37.4910945,127.0201595,0.2999815047127236,POINT (37.4910945 127.0201595),11
19411,카페게이트양천강서초점,37.522088200000006,126.8417019,0.299914933588403,POINT (37.522088200000006 126.8417019),12
1914,바빌Babil,37.5446381,127.1396615,0.2994643852957016,POINT (37.5446381 127.1396615),8
6330,카페신길동,37.5118349,126.921695,0.2994606486398836,POINT (37.5118349 126.921695),11
2226,카와블러썸,37.4778319,126.8917816,0.2981711406054563,POINT (37.4778319 126.8917816),19
7092,메종246,37.5147649,127.03654640000002,0.2971336729141697,POINT (37.5147649 127.03654640000002),21
12530,합정리발전소,37.5509064,126.9072462,0.2971289654829094,POINT (37.5509064 126.9072462),38
19006,투썸플레이스강남구청역점,37.5169795,127.0396287,0.2969252547229124,POINT (37.5169795 127.0396287),43
5320,길모퉁이커피,37.5687172,127.0395535,0.2954298459965297,POINT (37.5687172 127.0395535),4
13160,커피향기,37.6139891,127.0455524,0.2952333090514807,POINT (37.6139891 127.0455524),2
11603,반달커피구로,37.4958335,126.8400267,0.2951375821854804,POINT (37.4958335 126.8400267),7
7360,컴포즈커피방배카페,37.4973389,126.988107,0.2923459043060435,POINT (37.4973389 126.988107),10
1342,장일커피숍,37.5713687,127.0679675,0.2913686479437011,POINT (37.5713687 127.0679675),16
11822,리인,37.5537311,126.9067522,0.2907464210198542,POINT (37.5537311 126.9067522),68
649,경동흥업,37.5732025,127.0228545,0.2900483144843848,POINT (37.5732025 127.0228545),21
6670,달꽃다방,37.48761629999999,127.0288667,0.2896458027296669,POINT (37.48761629999999 127.0288667),20
13260,그린브릭,37.5026652,127.1174554,0.2896126994149284,POINT (37.5026652 127.1174554),7
20742,카페쏠메,37.6633232,127.0303791,0.2878638421449963,POINT (37.6633232 127.0303791),7
19007,오슬랑커피발산본점,37.5595994,126.83722790000002,0.2874227877414179,POINT (37.5595994 126.83722790000002),49
9441,커피마마,37.597857700000006,127.0746131,0.2854711044999912,POINT (37.597857700000006 127.0746131),6
15995,블랙567,37.4909159,126.9419885,0.2822479780363984,POINT (37.4909159 126.9419885),2
20998,참새과자방,37.527263,126.8614545,0.2817807146591738,POINT (37.527263 126.8614545),27
5525,시나본,37.4965747,126.9240518,0.2800635176596788,POINT (37.4965747 126.9240518),17
18653,뚜리움,37.5285904,127.0833892,0.2791922195530226,POINT (37.5285904 127.0833892),9
19084,오티오커피,37.5451204,126.9579258,0.2787967912018324,POINT (37.5451204 126.9579258),11
12951,시즌,37.657863,127.0627053,0.2787522501343164,POINT (37.657863 127.0627053),38
11413,카페시벳,37.5479214,127.0518615,0.2779982908288259,POINT (37.5479214 127.0518615),35
18436,더벤티잠실장미상가점,37.517143100000006,127.0980994,0.2749538827991905,POINT (37.517143100000006 127.0980994),4
18387,컴포즈커피도봉산입구점,37.686891,127.0399023,0.2746800037259487,POINT (37.686891 127.0399023),6
12067,더블유빈,37.4948315,127.0838585,0.2718880919902378,POINT (37.4948315 127.0838585),4
18626,메가엠지씨커피청구신당점,37.5619079,127.0168898,0.2708162775934776,POINT (37.5619079 127.0168898),15
13741,초록뱀컴퍼니유리사업본부,37.5228656,127.0410127,0.2692993719142525,POINT (37.5228656 127.0410127),14
10472,요거프레소을지로,37.564944,126.9901476,0.2669471548795502,POINT (37.564944 126.9901476),72
18228,그라운드타임,37.5475169,126.86599,0.2664184466314505,POINT (37.5475169 126.86599),15
7801,아마스빈과기대점,37.6282654,127.0777595,0.2654709843788234,POINT (37.6282654 127.0777595),31
20975,까사넬로,37.5084515,127.0347047,0.2653233723054666,POINT (37.5084515 127.0347047),51
14304,러브수,37.5171576,127.04269209999998,0.2652472015735151,POINT (37.5171576 127.04269209999998),27
13879,건대역카페시벳,37.5395157,127.0701294,0.2637214012586187,POINT (37.5395157 127.0701294),57
15466,스페이시스,37.5062788,127.0636763,0.2627911550490259,POINT (37.5062788 127.0636763),23
13960,수묵채카페,37.5850471,126.94089540000002,0.2627484794267992,POINT (37.5850471 126.94089540000002),2
14490,해모타,37.5890683,127.0292258,0.2621691756127994,POINT (37.5890683 127.0292258),42
9189,커피,37.5226308,126.8754623,0.2589058180071321,POINT (37.5226308 126.8754623),30
15603,로쿠커피,37.5540488,127.0734687,0.2578153506273646,POINT (37.5540488 127.0734687),22
19016,커피인더문,37.475072,126.9147843,0.2570641681020994,POINT (37.475072 126.9147843),7
12478,국수카페,37.4649226,126.8939957,0.2567954522751232,POINT (37.4649226 126.8939957),7
19759,아띠드로잉,37.4657523,127.10121540000002,0.256254776014724,POINT (37.4657523 127.10121540000002),7
5250,달콤방,37.5596239,126.9960258,0.2552808426596347,POINT (37.5596239 126.9960258),38
17656,해피미디엄커피,37.48753,126.89400159999998,0.2549573293652432,POINT (37.48753 126.89400159999998),39
915,달키스,37.6163526,127.082245,0.2514337085340408,POINT (37.6163526 127.082245),13
4445,앵글340,37.568858500000005,126.9948378,0.248814521695564,POINT (37.568858500000005 126.9948378),22
6277,이디야신정,37.5122336,126.8383138,0.2469041241606943,POINT (37.5122336 126.8383138),3
13673,유진호프,37.5750201,127.0855261,0.2464701652578948,POINT (37.5750201 127.0855261),11
18908,공차양재역점,37.4845711,127.0366176,0.2462349383363965,POINT (37.4845711 127.0366176),36
15005,크레이저커피,37.47546679999999,126.9803522,0.2461363178980589,POINT (37.47546679999999 126.9803522),20
1434,도프커피상암아이티점,37.581613700000005,126.88603329999998,0.2426372129366797,POINT (37.581613700000005 126.88603329999998),24
2844,리버스로스터,37.5354373,126.8239463,0.2420761768379704,POINT (37.5354373 126.8239463),2
8611,카페루407,37.5037226,126.8912068,0.2419912432148188,POINT (37.5037226 126.8912068),18
10405,홀릭,37.584322,126.9971548,0.2417318996947337,POINT (37.584322 126.9971548),29
11545,헤브론,37.6307746,127.0679852,0.2412403134422549,POINT (37.6307746 127.0679852),1
1819,니드스윗,37.5101086,127.1091446,0.2404222009101966,POINT (37.5101086 127.1091446),43
12767,뉴제로마켓,37.5330069,126.8360116,0.2385485827315488,POINT (37.5330069 126.8360116),12
1033,컴어크로스,37.6232978,127.0247367,0.2381740028268762,POINT (37.6232978 127.0247367),9
9895,여니커피,37.497788,126.8983062,0.2373449305983938,POINT (37.497788 126.8983062),12
9224,양원커피,37.6057985,127.1089106,0.2362811812057545,POINT (37.6057985 127.1089106),4
7008,살롱드베리,37.5650193,127.0706275,0.2343445646204337,POINT (37.5650193 127.0706275),6
19176,카페종달,37.555704,126.8693971,0.2334365604078261,POINT (37.555704 126.8693971),5
8320,포엔식스,37.511406,127.0323931,0.2332848055483344,POINT (37.511406 127.0323931),26
8091,이화다방,37.577477,127.0081603,0.2329445925628768,POINT (37.577477 127.0081603),7
309,가배봄날,37.45707410000001,127.0571465,0.2329378008240394,POINT (37.45707410000001 127.0571465),3
4061,카페402,37.4873209,126.8890068,0.2316165467427949,POINT (37.4873209 126.8890068),6
5609,구마커피,37.560748700000005,127.0435947,0.2311434175801581,POINT (37.560748700000005 127.0435947),11
4915,포트캔커피노량진점,37.5113181,126.9442796,0.2301261658450328,POINT (37.5113181 126.9442796),36
3703,카페루나토,37.5448315,126.9148488,0.2293709215643152,POINT (37.5448315 126.9148488),26
9446,어빌리티커피,37.6231912,127.07758429999998,0.2291291532543566,POINT (37.6231912 127.07758429999998),31
14476,폴라리스엠넷카페,37.521294700000006,127.0285095,0.2278193872552747,POINT (37.521294700000006 127.0285095),28
11407,카페원두마크CAFEWONDUMARK,37.5921339,126.9068248,0.2275476422336783,POINT (37.5921339 126.9068248),3
1897,티아트커피로스터스,37.5684248,127.0625933,0.2274347644346926,POINT (37.5684248 127.0625933),12
5048,마음의정원,37.6409859,126.9422093,0.227097723691619,POINT (37.6409859 126.9422093),1
15911,빙달,37.4826114,126.9918108,0.2262920339960357,POINT (37.4826114 126.9918108),7
21044,빽다방자양전통시장점,37.5354268,127.080737,0.226158404539887,POINT (37.5354268 127.080737),18
3338,위파티,37.5345586,127.1157219,0.2260594532883414,POINT (37.5345586 127.1157219),2
13994,쉴만한물가12,37.5927036,127.0575216,0.2241188250416059,POINT (37.5927036 127.0575216),18
11511,산중다원,37.653052,126.9423668,0.2240538792435993,POINT (37.653052 126.9423668),1
15598,33마켓,37.579173,126.9736185,0.22366689001124,POINT (37.579173 126.9736185),28
159,지온에프앤비,37.6164949,127.0160356,0.2227044922293017,POINT (37.6164949 127.0160356),3
11869,쥬씨,37.6582042,127.0357385,0.2223163291203138,POINT (37.6582042 127.0357385),7
17779,풍납커피,37.53400429999999,127.1114967,0.2200659587195018,POINT (37.53400429999999 127.1114967),2
