index,cafe_nm,Latitude,Longitude,scores,geometry,coverage_count
11828,엠,37.5667835,126.827506,0.907734278649854,POINT (37.5667835 126.827506),47
10372,브람스,37.576927600000005,126.9859101,0.902838173062248,POINT (37.576927600000005 126.9859101),44
17179,겟썸커피한남점,37.5357599,126.9997629,0.899177015398504,POINT (37.5357599 126.9997629),40
242,랭스영카페앤펍,37.5012484,127.0320604,0.8961050768758891,POINT (37.5012484 127.0320604),38
824,후키커피,37.52587020000001,127.1263121,0.8952885502345467,POINT (37.52587020000001 127.1263121),17
20492,씨앤코컴퍼니카페블루포트금융감독원9층점,37.5230773,126.9214088,0.8911575538111729,POINT (37.5230773 126.9214088),11
12635,면곡당,37.5727048,127.0740074,0.8908028415572138,POINT (37.5727048 127.0740074),22
2410,디베리아,37.631806700000006,127.0505248,0.8869676750587803,POINT (37.631806700000006 127.0505248),4
1835,아마스빈버블티,37.6559376,127.0274379,0.8862334126028442,POINT (37.6559376 127.0274379),6
1969,101커피컨테이너,37.4434559,127.0556223,0.8851373915576546,POINT (37.4434559 127.0556223),9
1370,모리셔스브라운여의도,37.52385,126.9241241,0.8843689487514844,POINT (37.52385 126.9241241),40
3753,무수울,37.6785876,127.0370958,0.8811929695608138,POINT (37.6785876 127.0370958),1
11810,CAFE가끔,37.4472792,126.9026073,0.8770848533692975,POINT (37.4472792 126.9026073),8
14344,물결한강,37.5605547,126.8858376,0.875378575670466,POINT (37.5605547 126.8858376),1
17886,모쿠816화곡점,37.5427631,126.83672,0.8752634027752022,POINT (37.5427631 126.83672),20
8931,킹콩샐러드&디저트카페,37.5236894,126.8286446,0.8734882325400912,POINT (37.5236894 126.8286446),1
9110,아무르,37.4803846,126.9718168,0.8715753563150244,POINT (37.4803846 126.9718168),7
18914,머치커피,37.4730574,126.96029509999998,0.8695224293148246,POINT (37.4730574 126.96029509999998),2
3315,카페플러스카페인충전,37.5862608,126.9216979,0.8685140497717887,POINT (37.5862608 126.9216979),8
5306,매머드익스프레스시흥대교점,37.4539862,126.8981126,0.8675645440521328,POINT (37.4539862 126.8981126),14
10121,킷사텐,37.50015379999999,127.0414729,0.8610003976943018,POINT (37.50015379999999 127.0414729),32
2183,커피에반하다구로,37.490861200000005,126.8420147,0.8606291306538136,POINT (37.490861200000005 126.8420147),6
8247,유나운영관리,37.5472078,127.0056418,0.8605371322404592,POINT (37.5472078 127.0056418),8
4037,로브니,37.5028625,127.0488463,0.8603454690361958,POINT (37.5028625 127.0488463),36
7720,나흐바,37.5797527,126.9687988,0.8502846664781959,POINT (37.5797527 126.9687988),59
18169,카페라미,37.6407588,127.0355674,0.8501032304331453,POINT (37.6407588 127.0355674),11
4816,브로일링커피,37.5282568,127.124938,0.8492583629868937,POINT (37.5282568 127.124938),28
19865,크렘커피카일리다이어트,37.5060723,127.0280621,0.8458009846460336,POINT (37.5060723 127.0280621),28
4802,닮아가다,37.5589919,126.9232794,0.8420267099696322,POINT (37.5589919 126.9232794),66
374,셀렉토커피,37.5775774,126.9229666,0.8416192189924371,POINT (37.5775774 126.9229666),33
8448,언덕카페,37.5984545,127.0115283,0.8413242421235438,POINT (37.5984545 127.0115283),4
20718,올드맨,37.5604542,126.8343737,0.8411721760297411,POINT (37.5604542 126.8343737),60
14259,나이로비커피,37.5272106,127.0042215,0.8393266515892612,POINT (37.5272106 127.0042215),2
218,24시셀프카페,37.5384948,126.8704038,0.8382652556009246,POINT (37.5384948 126.8704038),9
7800,윈썸35,37.6610409,127.021319,0.8323587071989311,POINT (37.6610409 127.021319),3
981,미스터고트,37.4464064,127.058388,0.8234804769325558,POINT (37.4464064 127.058388),11
13922,리커피로스터스,37.5121577,127.0653109,0.8211132559750092,POINT (37.5121577 127.0653109),21
689,기가차,37.53289779999999,126.9163908,0.8190132697968234,POINT (37.53289779999999 126.9163908),1
4355,헤이븐,37.5807485,126.97138909999998,0.813576853821694,POINT (37.5807485 126.97138909999998),50
5205,영스타,37.512683,126.9178708,0.8130861729620056,POINT (37.512683 126.9178708),7
19697,져니,37.5436995,126.987243,0.809353763519695,POINT (37.5436995 126.987243),29
12141,성원개발성원빈,37.5095071,127.0639866,0.8075131699080507,POINT (37.5095071 127.0639866),28
12232,까치다방,37.444669700000006,126.9010519,0.806482215407368,POINT (37.444669700000006 126.9010519),5
16335,세이지,37.6559756,127.03096200000002,0.8058563428881106,POINT (37.6559756 127.03096200000002),2
18530,하늘카페,37.6383719,127.0160191,0.8019790789632574,POINT (37.6383719 127.0160191),13
765,더인셀덤,37.5669336,127.0654419,0.7974080883580122,POINT (37.5669336 127.0654419),15
1935,닥터로빈여의도파크센터,37.5212042,126.9185623,0.7970274302029069,POINT (37.5212042 126.9185623),7
2786,매스커피,37.5027459,127.0377866,0.7964692441340447,POINT (37.5027459 127.0377866),37
14654,카페곳,37.5848355,126.9364035,0.7960855500118136,POINT (37.5848355 126.9364035),5
7510,풀오브빈스느루,37.5794788,126.9787429,0.7946812857345333,POINT (37.5794788 126.9787429),10
8580,티엔티에프,37.5299756,127.0738344,0.7940694998048018,POINT (37.5299756 127.0738344),9
12603,아이라이크유,37.5880422,126.9959612,0.7920050825849112,POINT (37.5880422 126.9959612),13
1765,스타위즈,37.5073901,127.046029,0.7910260420648115,POINT (37.5073901 127.046029),17
10720,핏스탑,37.6017987,126.9552105,0.7890864353951877,POINT (37.6017987 126.9552105),10
61,유로스커피로스터스센터필드점,37.502778,127.040625,0.789060322767817,POINT (37.502778 127.040625),33
6194,메머드익스프레스삼성도심,37.5087323,127.0583295,0.788181994414311,POINT (37.5087323 127.0583295),54
12640,비바라비다,37.5637008,127.0645428,0.7875213017446206,POINT (37.5637008 127.0645428),24
10319,키키's버터,37.4758159,126.9242026,0.782801892877241,POINT (37.4758159 126.9242026),1
12875,이원,37.5715721,126.98552990000002,0.7823076935160739,POINT (37.5715721 126.98552990000002),73
19044,카페파브,37.4819411,126.9663795,0.7797216309286142,POINT (37.4819411 126.9663795),1
5809,카페인더무드X무드베지,37.5040252,127.055629,0.7793345210518229,POINT (37.5040252 127.055629),41
9587,나우커피서울상암점,37.5802479,126.8807212,0.7785848122318132,POINT (37.5802479 126.8807212),4
8796,라운지독,37.5616849,126.8449941,0.7778462866925261,POINT (37.5616849 126.8449941),7
3796,블란도커피,37.5658689,127.0416502,0.7771769918478095,POINT (37.5658689 127.0416502),8
10497,투썸플레이스동,37.5246404,126.9268166,0.7747795036664895,POINT (37.5246404 126.9268166),41
6577,동네작은커피,37.5443192,126.8707912,0.7736505882097484,POINT (37.5443192 126.8707912),11
1306,카페모카다올,37.524961100000006,126.8415557,0.7662521625028414,POINT (37.524961100000006 126.8415557),8
1804,제이드립,37.604119700000005,127.0396194,0.7661255340947375,POINT (37.604119700000005 127.0396194),17
12353,꼬꼬닭카페,37.5161878,127.0759279,0.7641559471920412,POINT (37.5161878 127.0759279),8
3058,매머드익스프레스목동1단지점,37.541284000000005,126.8784864,0.762768552473236,POINT (37.541284000000005 126.8784864),1
10492,정동커피,37.5660519,126.9723496,0.7595365701687742,POINT (37.5660519 126.9723496),11
5613,투썸플레이스,37.5601196,126.8315153,0.7579324615983565,POINT (37.5601196 126.8315153),77
9574,카페25케이,37.487164,126.9295918,0.7567748787129663,POINT (37.487164 126.9295918),38
9771,그레이드비,37.5629423,127.06775559999998,0.7559174242895474,POINT (37.5629423 127.06775559999998),18
13782,씨엠지지라운지,37.5748007,126.92775,0.7553992385886658,POINT (37.5748007 126.92775),4
5287,금천경찰서복지위원회,37.457244200000005,126.896731,0.7546983801410865,POINT (37.457244200000005 126.896731),11
10447,올리브,37.622611,127.06681840000002,0.7536507315637163,POINT (37.622611 127.06681840000002),1
3803,비탈에선커피,37.5891749,126.9230939,0.7496303554342649,POINT (37.5891749 126.9230939),2
19238,곡물로만든뻥튀기조아카페,37.4931614,126.8441051,0.7488005204946838,POINT (37.4931614 126.8441051),8
10599,청하고려인삼,37.598639,126.9616643,0.7481617358394241,POINT (37.598639 126.9616643),4
13564,빈스로드,37.6029515,127.0865547,0.7481174074726646,POINT (37.6029515 127.0865547),6
16579,오뜨,37.583226200000006,127.0103711,0.746768569264825,POINT (37.583226200000006 127.0103711),5
14871,송파다방,37.5004098,127.1110807,0.7441428366509502,POINT (37.5004098 127.1110807),14
19132,원트커피,37.4859029,126.8915267,0.74281915912428,POINT (37.4859029 126.8915267),18
17622,디저트39이태원역점,37.5342167,126.9941714,0.7384533363376227,POINT (37.5342167 126.9941714),31
16410,제이앤제이,37.480022600000005,126.90641370000002,0.7373356301866701,POINT (37.480022600000005 126.90641370000002),12
11597,탐앤탐스목동,37.5317246,126.8634685,0.7368543961335118,POINT (37.5317246 126.8634685),13
7979,달빛마루,37.6545141,127.0630874,0.7340572882197949,POINT (37.6545141 127.0630874),39
10828,헤이리커피공장103,37.526253,126.9549187,0.7337059043784996,POINT (37.526253 126.9549187),4
6739,베리굿타임,37.6533131,127.0593513,0.72883626105507,POINT (37.6533131 127.0593513),22
1977,도넛정수,37.5782834,127.0108441,0.7274836645900403,POINT (37.5782834 127.0108441),4
8072,오피바이비,37.5752685,127.0485487,0.7263149688242767,POINT (37.5752685 127.0485487),12
13715,미래명가,37.5343958,127.0779323,0.7224545583606499,POINT (37.5343958 127.0779323),13
4612,이월오일,37.5294438,127.0807313,0.7211051618541787,POINT (37.5294438 127.0807313),12
1106,카페,37.5181109,126.9251793,0.7185800214180379,POINT (37.5181109 126.9251793),8
8560,망티커피문정,37.4847593,127.1184237,0.7185478320534293,POINT (37.4847593 127.1184237),65
6738,메가엠지씨커피연희점,37.5666126,126.9309802,0.7180260103954228,POINT (37.5666126 126.9309802),39
4300,카페드커넥트,37.524263,127.0322723,0.717968183471999,POINT (37.524263 127.0322723),13
14201,야고비네,37.6127683,127.0057322,0.7147585807660685,POINT (37.6127683 127.0057322),4
6470,커피에꽃을담다,37.5722341,126.8328996,0.7131617127916413,POINT (37.5722341 126.8328996),3
6785,성수동대림창고갤러리,37.5416341,127.0566259,0.7123258202988365,POINT (37.5416341 127.0566259),37
2221,로스태쉬,37.5320353,126.9993827,0.7113263061595247,POINT (37.5320353 126.9993827),10
9352,오브시에개포,37.4746651,127.0540426,0.7109862275695766,POINT (37.4746651 127.0540426),5
6213,보나티,37.4979154,127.0443401,0.7071967427680306,POINT (37.4979154 127.0443401),25
4174,테라커피,37.5546854,127.0707785,0.7043917700499287,POINT (37.5546854 127.0707785),9
12955,멜랑,37.5419616,126.8422658,0.7036744288152902,POINT (37.5419616 126.8422658),20
5606,효다방,37.5622214,126.99525520000002,0.7002252936998119,POINT (37.5622214 126.99525520000002),49
20461,업스커피,37.5210013,126.9239727,0.6996464789941299,POINT (37.5210013 126.9239727),33
12019,투썸플레이스,37.4689564,126.8956093,0.697735590752804,POINT (37.4689564 126.8956093),16
8843,커피인류대치,37.5075761,127.0670533,0.6932088068791443,POINT (37.5075761 127.0670533),14
15530,카페h,37.5878352,127.0685209,0.6923764631843601,POINT (37.5878352 127.0685209),1
15627,도즈렛커피,37.5089276,126.90537009999998,0.6899213197215567,POINT (37.5089276 126.90537009999998),6
3477,미소담찬&스마일프룻박스,37.505774200000005,127.0820395,0.6898513003357338,POINT (37.505774200000005 127.0820395),17
12493,시에라,37.5749013,126.97352990000002,0.6837806994254374,POINT (37.5749013 126.97352990000002),51
1088,그린래빗,37.4925749,126.9894491,0.6814830605768291,POINT (37.4925749 126.9894491),15
19051,컴포즈커피강북종합시장점,37.64090770000001,127.025175,0.6800311932001327,POINT (37.64090770000001 127.025175),38
1581,피디가커피를내리는이유,37.5386701,127.0136646,0.6783021318594155,POINT (37.5386701 127.0136646),2
14504,더스몰리스트커피,37.5725495,127.0510512,0.6776448376754747,POINT (37.5725495 127.0510512),7
579,벨루스,37.5374819,127.0020143,0.6774267972642549,POINT (37.5374819 127.0020143),40
11735,이문동커피집브루밸류,37.5954593,127.0573283,0.6773458418533931,POINT (37.5954593 127.0573283),8
16804,오동커피,37.6268951,127.0326538,0.6767691624122751,POINT (37.6268951 127.0326538),1
11968,엔제이파크,37.4890013,126.98987040000002,0.6749189135440324,POINT (37.4890013 126.98987040000002),13
17741,노록,37.44017120000001,126.9037168,0.6745475371192258,POINT (37.44017120000001 126.9037168),2
8000,24시무인카페만월경&음악연습실,37.6379448,127.059783,0.6742825720063114,POINT (37.6379448 127.059783),1
207,마마스플라워카페,37.4678592,127.09863529999998,0.6705963108163521,POINT (37.4678592 127.09863529999998),8
16682,커피향기,37.539286700000005,126.84699170000002,0.6686120974062318,POINT (37.539286700000005 126.84699170000002),3
18773,우피,37.5073328,126.8522225,0.6683717453372684,POINT (37.5073328 126.8522225),3
4081,심플리플래터,37.5722696,126.9693096,0.6674314395917421,POINT (37.5722696 126.9693096),15
15707,올웨더,37.5692336,126.9298787,0.6667587234150906,POINT (37.5692336 126.9298787),34
13669,바빈스커피,37.6259265,127.0793971,0.6665947813671645,POINT (37.6259265 127.0793971),25
7736,커피에반하다시흥,37.455004200000005,126.90099109999998,0.6661929616281304,POINT (37.455004200000005 126.90099109999998),22
3866,카페할로나,37.5176234,127.08672479999998,0.6638727278512023,POINT (37.5176234 127.08672479999998),1
3263,카페리코,37.4800984,126.9019579,0.6634447410912198,POINT (37.4800984 126.9019579),15
11549,요거프레소,37.5362993,126.8473998,0.6621959238246866,POINT (37.5362993 126.8473998),4
13759,생과방봄날,37.4684165,127.0456767,0.660529783515911,POINT (37.4684165 127.0456767),9
3743,비엔지티,37.4803445,126.9933111,0.6591937079252234,POINT (37.4803445 126.9933111),10
20323,히트커피로스터스신사,37.520943200000005,127.0241247,0.6582123376072733,POINT (37.520943200000005 127.0241247),62
9732,시나본남산서울,37.5511114,126.9878557,0.6578988049207634,POINT (37.5511114 126.9878557),2
476,온달커피랩,37.5596402,127.0150747,0.6573566113397408,POINT (37.5596402 127.0150747),12
6638,씨유빈,37.4910277,126.9918673,0.6547013101604178,POINT (37.4910277 126.9918673),23
10350,피피앤에프,37.589963,126.998268,0.6523996288197309,POINT (37.589963 126.998268),10
12693,프루프인더커피,37.542392,126.9902821,0.6500057705364959,POINT (37.542392 126.9902821),15
19797,해피데이지,37.5594787,127.1534129,0.6476972761583166,POINT (37.5594787 127.1534129),8
19469,잠실303카페,37.50514570000001,127.0788577,0.6476276831910756,POINT (37.50514570000001 127.0788577),8
11740,매머드익스프레스,37.5149402,127.1082048,0.6437077115482666,POINT (37.5149402 127.1082048),18
17882,리프,37.5666543,126.8235688,0.642422070680952,POINT (37.5666543 126.8235688),7
7108,팜스프링스,37.5099739,126.91722,0.6410807461437706,POINT (37.5099739 126.91722),7
7662,투썸플레이스서울역센트럴,37.55477379999999,126.9644463,0.6407095059041534,POINT (37.55477379999999 126.9644463),10
20789,감솔카페앤보틀,37.5350258,126.851719,0.6358033475791558,POINT (37.5350258 126.851719),4
2040,이디야커피강동,37.5305187,127.1298446,0.6308727042258108,POINT (37.5305187 127.1298446),12
19854,메가엠지씨커피정릉보국문점,37.6111345,127.0085969,0.6296734991486143,POINT (37.6111345 127.0085969),11
1010,커피디미방,37.6185722,127.0069463,0.6291420872581379,POINT (37.6185722 127.0069463),1
15298,삼층카페,37.5574088,126.9375065,0.6274757400299619,POINT (37.5574088 126.9375065),72
10649,레이지,37.6005784,126.9578209,0.6248482397223545,POINT (37.6005784 126.9578209),8
13588,커피향기,37.5814816,127.0729477,0.6246841204539749,POINT (37.5814816 127.0729477),8
3826,제이엠더블유앤컴퍼니,37.516554,127.047168,0.6243441503341036,POINT (37.516554 127.047168),12
3259,공원,37.636261,127.0770375,0.6235997042169701,POINT (37.636261 127.0770375),6
13830,에스프레소카페티,37.5581933,127.0274874,0.6229238071550178,POINT (37.5581933 127.0274874),6
9661,보현커피,37.5611842,127.0047203,0.6219445236419716,POINT (37.5611842 127.0047203),20
10850,헬로우옐로우,37.64636289999999,127.025659,0.621770773415512,POINT (37.64636289999999 127.025659),6
6917,제이에스홀딩,37.499163200000005,127.14111090000002,0.6180815542222342,POINT (37.499163200000005 127.14111090000002),11
17751,요커강남점,37.5084925,127.0221717,0.617621966552301,POINT (37.5084925 127.0221717),35
9966,목립,37.641985600000005,127.07742,0.6168301971164794,POINT (37.641985600000005 127.07742),1
8551,카페에스프레소,37.5053974,127.0216239,0.6162060520061271,POINT (37.5053974 127.0216239),43
20956,쇼와시대,37.5424282,127.071553,0.6129581229222577,POINT (37.5424282 127.071553),46
19939,이디야구일역점,37.4950619,126.871997,0.6126749990544004,POINT (37.4950619 126.871997),5
18453,비스케디저트샵,37.529572,127.1273212,0.6113819898809821,POINT (37.529572 127.1273212),19
5728,카페베네논현역점,37.5115599,127.0215435,0.6111141484709957,POINT (37.5115599 127.0215435),31
20816,아이러브그릭,37.50896229999999,127.02667859999998,0.6101324108229618,POINT (37.50896229999999 127.02667859999998),40
1513,삼일샐러드,37.4874062,126.9752033,0.6099839037060649,POINT (37.4874062 126.9752033),4
19103,언필드,37.5420324,127.0659226,0.6060929167102012,POINT (37.5420324 127.0659226),33
14525,로스팅하우스커피트리,37.531932700000006,127.0269912,0.6057172635949354,POINT (37.531932700000006 127.0269912),4
8298,카페수,37.4909403,126.8390508,0.6047532168657499,POINT (37.4909403 126.8390508),2
6703,텐퍼센트커피,37.5580881,126.8292721,0.6028149280782082,POINT (37.5580881 126.8292721),54
4065,위드어나드,37.4428289,126.9046499,0.6018135367623542,POINT (37.4428289 126.9046499),3
10383,김종영미술관카페,37.6130495,126.9774798,0.600910811467404,POINT (37.6130495 126.9774798),3
15212,헤이더그린,37.5424357,126.7942117,0.6009056986095312,POINT (37.5424357 126.7942117),1
6009,앨리14,37.4738872,126.9645006,0.5982720637750811,POINT (37.4738872 126.9645006),23
280,카페제이,37.5606648,127.1579836,0.5979979006847934,POINT (37.5606648 127.1579836),3
12681,디어마이요거트,37.527232700000006,127.1302334,0.5974902027957892,POINT (37.527232700000006 127.1302334),26
18015,메가엠지씨커피점역삼역,37.5015983,127.0351774,0.5970292649406503,POINT (37.5015983 127.0351774),54
6915,내곡숲,37.454616,127.0653154,0.5968831986673641,POINT (37.454616 127.0653154),2
18406,모쿠816카페송파점,37.4990329,127.1173285,0.5940696570239336,POINT (37.4990329 127.1173285),14
8462,커피인더스터디,37.5081987,126.9460993,0.5895616209551572,POINT (37.5081987 126.9460993),10
15724,메가엠지씨커피상암하늘초점,37.5848644,126.8801086,0.5894929916992289,POINT (37.5848644 126.8801086),3
15763,커피만,37.5059594,127.0485129,0.5857518214168485,POINT (37.5059594 127.0485129),38
15132,배배커피,37.6558956,127.065722,0.5838708330463176,POINT (37.6558956 127.065722),24
7318,나루카츠,37.5163234,127.1040481,0.583019718106709,POINT (37.5163234 127.1040481),27
10831,케냐키암부,37.5398332,126.9955896,0.5810888172775897,POINT (37.5398332 126.9955896),3
12056,썸타는여행,37.47535379999999,126.8936837,0.578158839059051,POINT (37.47535379999999 126.8936837),10
17406,더벤티본사점롯데마트,37.5144227,127.1005642,0.5776125591504537,POINT (37.5144227 127.1005642),20
13232,샬레드서울,37.5588619,126.9869813,0.5775684041449661,POINT (37.5588619 126.9869813),23
19911,트루지,37.5289159,126.9981007,0.5755097443930212,POINT (37.5289159 126.9981007),8
19335,컴포즈커피신월7동점,37.5219404,126.8330952,0.5755082753985348,POINT (37.5219404 126.8330952),6
16900,매머드익스프레스선정릉점,37.5080787,127.0554648,0.5744052406780116,POINT (37.5080787 127.0554648),43
20336,콩콩콩,37.5187659,126.9042874,0.5742567262682359,POINT (37.5187659 126.9042874),32
20148,따우전드신사점,37.5205783,127.0214031,0.5717171658382233,POINT (37.5205783 127.0214031),68
18572,템포커피하계점,37.6390931,127.0750989,0.5699707845462196,POINT (37.6390931 127.0750989),6
16504,추탄상회,37.5771739,127.16841709999998,0.5671132820280349,POINT (37.5771739 127.16841709999998),1
9671,아띠,37.4581882,126.8936201,0.5662040515495642,POINT (37.4581882 126.8936201),14
16018,이디야,37.5911971,127.0207736,0.5639818434162097,POINT (37.5911971 127.0207736),67
3021,"사람,정거장",37.5630062,126.9548809,0.5637731188979067,POINT (37.5630062 126.9548809),7
18005,파스쿠찌소마미술관점,37.516853000000005,127.11814809999998,0.5625140656163702,POINT (37.516853000000005 127.11814809999998),3
10358,베스트빈,37.5773632,127.0150111,0.5622023987082768,POINT (37.5773632 127.0150111),9
9363,메가엠지씨커피장안,37.5661073,127.0680557,0.5617094228509487,POINT (37.5661073 127.0680557),13
12020,샌드림,37.4908825,126.9760378,0.5616684058824678,POINT (37.4908825 126.9760378),1
18807,빽다방구로시장점,37.4898719,126.8910384,0.5614837177055765,POINT (37.4898719 126.8910384),10
9221,모모공방&카페,37.5335982,127.0727374,0.5603016428779378,POINT (37.5335982 127.0727374),6
19955,보리지,37.5982224,126.9461784,0.5595272354390408,POINT (37.5982224 126.9461784),12
21071,컴포즈커피삼양솔매점,37.6247368,127.0200619,0.556231772601485,POINT (37.6247368 127.0200619),10
12341,띵킹커피,37.5421816,127.0688402,0.554872080835871,POINT (37.5421816 127.0688402),73
854,카페소미,37.5490091,126.86281,0.5547213336974267,POINT (37.5490091 126.86281),16
5830,세이브커피랩,37.5604986,127.02295259999998,0.5512054887479231,POINT (37.5604986 127.02295259999998),1
4121,토마토,37.5618815,126.9923848,0.5501965658355864,POINT (37.5618815 126.9923848),49
4831,커피원,37.5880099,126.9367093,0.549055622040986,POINT (37.5880099 126.9367093),4
8682,AW커피,37.5162243,127.0934272,0.5456662651718495,POINT (37.5162243 127.0934272),1
5570,커피볶는김여사,37.5950769,126.9460755,0.5450471244476262,POINT (37.5950769 126.9460755),16
15105,아이캔커피,37.559194,126.84181809999998,0.5430447950327543,POINT (37.559194 126.84181809999998),19
5740,777.7스페이스,37.4936695,126.98679950000002,0.5427955622816715,POINT (37.4936695 126.98679950000002),15
4605,평창동의봄카페,37.6104584,126.9706742,0.5425890068388846,POINT (37.6104584 126.9706742),1
7186,수cafe,37.609024700000006,127.0658556,0.5420737846300455,POINT (37.609024700000006 127.0658556),1
17135,커피빈포스코옆삼성로86길점상,37.5058846,127.0582861,0.5400089322647026,POINT (37.5058846 127.0582861),36
20549,이디야커피역삼월드점,37.4985484,127.0479737,0.539283748469823,POINT (37.4985484 127.0479737),4
14328,카페보니또논현,37.5104114,127.0243071,0.5388234948137149,POINT (37.5104114 127.0243071),34
7899,스튜디오지하소문,37.5564026,126.9014051,0.5377026867645488,POINT (37.5564026 126.9014051),28
16195,미우마카롱,37.6099393,127.0154311,0.5357718376327691,POINT (37.6099393 127.0154311),9
8172,날쌘카페외대경희대점,37.5941227,127.0603347,0.5354373520728665,POINT (37.5941227 127.0603347),21
13476,우주,37.4924821,127.1355897,0.5350214502559562,POINT (37.4924821 127.1355897),9
3231,트래고드,37.4859924,127.034123,0.5348655294150265,POINT (37.4859924 127.034123),45
1578,아토커피랩,37.5115985,127.0273005,0.5308180867256909,POINT (37.5115985 127.0273005),33
5912,빈트리,37.6155215,126.9330555,0.5298593018936197,POINT (37.6155215 126.9330555),4
18611,메가엠지씨커피동대문역점,37.5700502,127.0100473,0.526799723554053,POINT (37.5700502 127.0100473),36
16952,하프커피로스터스성수점,37.5473937,127.0423055,0.5256385676142558,POINT (37.5473937 127.0423055),53
20803,바리아또,37.5517637,126.9044722,0.5247081156238411,POINT (37.5517637 126.9044722),36
10190,몬토하베,37.6211017,126.9333722,0.5244109316879888,POINT (37.6211017 126.9333722),7
96,지체장애인협회강동구지회강동꿈드래마켓,37.5598462,127.1308166,0.5235921857120039,POINT (37.5598462 127.1308166),1
4995,프로방스커피,37.4553773,126.88885790000002,0.5200054799660384,POINT (37.4553773 126.88885790000002),5
1696,원퍼밀상암디디엠씨점,37.5784434,126.8928847,0.5193403477450939,POINT (37.5784434 126.8928847),46
19310,메가엠지씨커피목동3단지점,37.5335302,126.8694717,0.517989536932205,POINT (37.5335302 126.8694717),4
7238,홈카페24장안,37.5678303,127.07173590000002,0.5174055690324999,POINT (37.5678303 127.07173590000002),7
3800,디카페,37.5405486,127.0109581,0.5166180648251025,POINT (37.5405486 127.0109581),3
11235,블루포트,37.5196688,126.9015706,0.5162759338345523,POINT (37.5196688 126.9015706),18
6769,행복커피,37.5820829,126.88897,0.5146591156444394,POINT (37.5820829 126.88897),37
20645,재해석건대점,37.5385469,127.0729816,0.5141753391763395,POINT (37.5385469 127.0729816),30
1780,노리파크성신여대역점,37.5973803,127.0145322,0.5141546998176685,POINT (37.5973803 127.0145322),10
12043,카페더코너스톤,37.4746405,126.8973798,0.5136311079929669,POINT (37.4746405 126.8973798),10
3995,베러디,37.5166761,127.0235016,0.512244900737505,POINT (37.5166761 127.0235016),33
20099,꽁카페,37.6098603,127.0408481,0.5096577088547463,POINT (37.6098603 127.0408481),2
11950,핀,37.4955961,126.9982293,0.5024351535207363,POINT (37.4955961 126.9982293),8
14233,비스트로홈8587,37.591921500000005,127.01795590000002,0.5021673935455537,POINT (37.591921500000005 127.01795590000002),83
4886,마님온컴퍼니,37.5058627,127.05216740000002,0.5006570546048495,POINT (37.5058627 127.05216740000002),44
6949,오지메이커,37.5158125,127.1151626,0.4993563198807911,POINT (37.5158125 127.1151626),18
5963,이디야커피,37.4482472,127.055336,0.4985289130141977,POINT (37.4482472 127.055336),4
18814,우물커피앤바,37.5470833,126.9608408,0.4981454271109009,POINT (37.5470833 126.9608408),9
12432,아지트,37.5356371,126.9916857,0.4978040147768484,POINT (37.5356371 126.9916857),30
9350,리턴하루커피,37.5457998,127.137102,0.4977369164142719,POINT (37.5457998 127.137102),7
1606,리조이스커피,37.4996556,127.12593909999998,0.4972689376167834,POINT (37.4996556 127.12593909999998),16
12934,휘드카페하계점,37.6356636,127.0743937,0.4963421882271817,POINT (37.6356636 127.0743937),10
11570,커피보니또,37.5577141,126.8591804,0.4949793626215902,POINT (37.5577141 126.8591804),20
4670,카페공장공장,37.5261901,126.9986236,0.4949578138047977,POINT (37.5261901 126.9986236),12
20098,와츠폴,37.5637557,127.0399568,0.4949085313596326,POINT (37.5637557 127.0399568),15
2099,에이아이디카페롯데월드몰,37.513631,127.1042839,0.4948737174690668,POINT (37.513631 127.1042839),26
15179,"평범한카페,마음",37.5801295,126.8834402,0.494474598633104,POINT (37.5801295 126.8834402),4
8801,홍팥집세곡동점,37.4631382,127.103451,0.4935139069614561,POINT (37.4631382 127.103451),2
19035,챗딜리셔스커피,37.5355112,127.075384,0.4927622826254818,POINT (37.5355112 127.075384),8
7415,할리스고덕그라시움,37.5608601,127.16136570000002,0.4926637559987908,POINT (37.5608601 127.16136570000002),3
19049,브라비,37.6109902,127.0603377,0.4893934031106235,POINT (37.6109902 127.0603377),10
19666,고아웃위드,37.4607748,126.9014041,0.4892467998008383,POINT (37.4607748 126.9014041),3
9954,크로플덕오리아가씨이태원점,37.5344972,126.9890421,0.4891266880523974,POINT (37.5344972 126.9890421),39
10880,정원이있는국민책방,37.5032591,127.1113522,0.4878576375870586,POINT (37.5032591 127.1113522),22
20251,디유커피,37.5379016,127.07687079999998,0.4874639302451617,POINT (37.5379016 127.07687079999998),17
10165,오후카페,37.5579114,127.04930149999998,0.4872411032323656,POINT (37.5579114 127.04930149999998),8
7909,카페다옴,37.5626719,127.0485505,0.4839628241226048,POINT (37.5626719 127.0485505),8
5097,종로시장,37.569384,126.9836012,0.483749396626988,POINT (37.569384 126.9836012),78
17992,본아미치강서점,37.5290515,126.8488916,0.4827329319369722,POINT (37.5290515 126.8488916),12
11587,수정다방,37.5709366,126.8121135,0.482577761885386,POINT (37.5709366 126.8121135),11
9427,카페밀콩,37.6435247,127.0388404,0.4820666524728105,POINT (37.6435247 127.0388404),9
17870,카페엘리엇,37.4862432,126.92642759999998,0.4810918738495681,POINT (37.4862432 126.92642759999998),39
