index,cafe_nm,Latitude,Longitude,scores,geometry
2620,커피드니로,37.54962020000001,126.9634538,0.4678677320157449,POINT (37.54962020000001 126.9634538)
6222,아이다호,37.5527566,126.9065967,0.4677329262243847,POINT (37.5527566 126.9065967)
1953,메가엠지씨커피망원망리단길점,37.5527566,126.9065967,0.4677329262243847,POINT (37.5527566 126.9065967)
6239,커피나인컴퍼니,37.5425748,127.0581983,0.4676425151797052,POINT (37.5425748 127.0581983)
18856,구테로이테성수센트럴키친,37.5425748,127.0581983,0.4676425151797052,POINT (37.5425748 127.0581983)
8503,카페밤비,37.627590000000005,126.9364629,0.4674495581908348,POINT (37.627590000000005 126.9364629)
6473,복합문화공간청강엔,37.5475569,127.0424279,0.4674416348001757,POINT (37.5475569 127.0424279)
4088,블루포트,37.5194734,126.9018789,0.4673926681032702,POINT (37.5194734 126.9018789)
1177,데이로우,37.537254,126.9995732,0.4673668507602757,POINT (37.537254 126.9995732)
6299,오페라,37.5910744,127.0201071,0.467001714203526,POINT (37.5910744 127.0201071)
917,카페아이엠씨,37.5159667,127.1152965,0.4667472454728563,POINT (37.5159667 127.1152965)
574,에빈의커피이야기,37.5601684,126.9964825,0.4667236847221418,POINT (37.5601684 126.9964825)
17770,시니어클럽카페나누다동대문,37.5862009,127.0635367,0.4665663681643621,POINT (37.5862009 127.0635367)
1638,아로이커피홍은벽산,37.5944667,126.9463559,0.4656549607553225,POINT (37.5944667 126.9463559)
2748,남대문커피,37.5600675,126.8326253,0.4656209990915335,POINT (37.5600675 126.8326253)
17281,커피빈인사점코리아,37.5729841,126.9873221,0.4651070323397476,POINT (37.5729841 126.9873221)
20126,하나모리,37.5067672,127.0525971,0.4650139289301814,POINT (37.5067672 127.0525971)
19971,책씨시,37.585210100000005,126.9191202,0.4649538862297778,POINT (37.585210100000005 126.9191202)
12322,작은나무,37.57811220000001,127.01514840000002,0.4648862014879428,POINT (37.57811220000001 127.01514840000002)
2072,커피진심베이커리,37.508348600000005,127.0667496,0.4647238470562206,POINT (37.508348600000005 127.0667496)
17383,플래시커피,37.5014314,127.0401333,0.4646144038420908,POINT (37.5014314 127.0401333)
6652,서울바나나,37.54722720000001,127.0439938,0.4645789806011385,POINT (37.54722720000001 127.0439938)
15846,이디야커피강남도산점,37.522274200000005,127.0314721,0.4643815819325196,POINT (37.522274200000005 127.0314721)
